"node"	"propform"	"tildevalue"	"%"	"actantslist"
"ls:fr:node:55303"	"$1 ~ à $2 avec $3"	" remédie "	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:55305"	"$1 ~ à $2"	" remédie "	"100"	"($1=Z,$2=Y)"
"ls:fr:node:55307"	"~ de $1 causé par $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55308"	"! ~ à propos de $1 à cause de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55309"	"[$1] ~ $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55310"	"$1 ~ $2 à $3"	" renvoie "	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:55311"	"$1 ~ à $2"	" renvoie l’ascenseur "	"100"	"($1=X,$2=Y)"
"ls:fr:node:55312"	"$1 ~ $2 à $3"	" revaut "	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:55313"	"$1 ~ $2 à $3"	" rend "	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:55314"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:55315"	"$1, qui est le ~"	""	"100"	"($1=X)"
"ls:fr:node:55316"	"$1, qui est la ~"	""	"100"	"($1=X)"
"ls:fr:node:55317"	"~ tiré par $1"	""	"100"	"($1=X)"
"ls:fr:node:55318"	"$1 est ~ par $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55319"	"$1 est ~ pour $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55320"	"$1, qui est un ~ pour $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55321"	"$1, qui est un ~ pour $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55322"	"[$1] ~ $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55324"	"~ destiné à être consommé par $1"	""	"100"	"($1=X)"
"ls:fr:node:55325"	"~ destiné à être consommé par $1"	""	"100"	"($1=X)"
"ls:fr:node:55326"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:55327"	"~ qui sert à $1"	""	"100"	"($1=X)"
"ls:fr:node:55328"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:55329"	"$1 ~ $2"	""	"60"	"($1=X,$2=Y)"
"ls:fr:node:55330"	"$1 ~ $2"	""	"80"	"($1=X,$2=Y)"
"ls:fr:node:55331"	"~ entre $1 et $2 à l’endroit $3 au moment $4"	""	"100"	"($1=X,$2=Y,$3=Z,$4=W)"
"ls:fr:node:55332"	"~ écoutée par $1"	""	"100"	"($1=X)"
"ls:fr:node:55333"	"$1 ~ avec $2"	" rivalise "	"100"	"($1=X,$2=Y)"
"ls:fr:node:55334"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:55335"	"~ où se trouve $1"	""	"100"	"($1=X)"
"ls:fr:node:55336"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:55337"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:55338"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:55339"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:55340"	"~ de $3 où travaillent $1 pour $2"	""	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:55341"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:55342"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:55343"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:55344"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:55345"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:55346"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:55347"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:55349"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:55350"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:55351"	"$1, qui est un ~"	""	"100"	"($1=X)"
"ls:fr:node:55352"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:55353"	"~ sur $1"	""	"100"	"($2=X)"
"ls:fr:node:55354"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:55355"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:55356"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:55357"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:55358"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:55359"	"~ qui fait partie de $1"	""	"100"	"($1=X)"
"ls:fr:node:55360"	"~ qui fait partie de $1"	""	"100"	"($1=X)"
"ls:fr:node:55361"	"~ de $1 pour $3, qui est $2"	""	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:55362"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:55363"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:55364"	"$1 ~"	""	"80"	"($1=X)"
"ls:fr:node:55365"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:55366"	"$1, ~ de $2"	""	"90"	"($1=X,$2=Y)"
"ls:fr:node:55367"	"~ envers $2 éprouvé par $1"	""	"60"	"($1=X,$2=Y)"
"ls:fr:node:55368"	"~ de $1"	""	"60"	"($1=X)"
"ls:fr:node:55369"	"~ de $1"	""	"60"	"($1=X)"
"ls:fr:node:55370"	"~"	""	"100"	"()"
"ls:fr:node:55371"	"$1 est ~"	""	"100"	"($1=X)"
"ls:fr:node:55372"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:55373"	"$1 est ~"	""	"100"	"($1=X)"
"ls:fr:node:55374"	"$1 est ~"	""	"100"	"($1=X)"
"ls:fr:node:55375"	"$1 est ~"	""	"100"	"($1=X)"
"ls:fr:node:55376"	"$1 est ~"	""	"100"	"($1=X)"
"ls:fr:node:55377"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:55379"	"$1 ~"	" n’a pas le temps de s’ennuyer"	"100"	"($1=X)"
"ls:fr:node:55380"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:55381"	"$1 qui est ~"	""	"60"	"($1=X)"
"ls:fr:node:55382"	"$1 ~"	""	"60"	"($1=X)"
"ls:fr:node:55383"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:55384"	"~ par $1 de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55385"	"$1 est ~ pour $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55386"	"~ de $2 utilisé par $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55387"	"~ de $2 utilisé par $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55388"	"~ de $2 utilisé par $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55389"	"~ de $2 utilisé par $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55390"	"$1, qui est une ~"	""	"100"	"($1=X)"
"ls:fr:node:55392"	"$1, qui est un ~"	""	"100"	"($1=X)"
"ls:fr:node:55393"	"$1, qui est une ~"	""	"100"	"($1=X)"
"ls:fr:node:55394"	"! $1 ~ $2 $3"	"baptise "	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:55395"	"~ par $1 de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55396"	"~ $1"	""	"100"	"($1=X)"
"ls:fr:node:55397"	"! ~ réalisé par $1 envers $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55398"	"! $1 ~ $2 $3"	" prénomme "	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:55399"	"! $1, qui est ~ $2"	""	"100"	"($1=Y,$2=Z)"
"ls:fr:node:55400"	"! $1 ~ $2 $3"	"nomme"	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:55401"	"! ~ par $1 de $2 à $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:55402"	"! $1 ~ de $2"	" se munit"	"100"	"($1=X,$2=Y)"
"ls:fr:node:55403"	"! $1 ~ de $2"	"s’équipe"	"100"	"($1=X,$2=Y)"
"ls:fr:node:55404"	"! $1, qui est ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55406"	"! $1, qui est ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55407"	"$1 ~ $2"	" creuse "	"100"	"($1=X,$2=Y)"
"ls:fr:node:55408"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:55409"	"~ qui sert à $1 pour $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55410"	"! ~ de $1 où se trouve $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55412"	"~ de $1 qui affecte $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55413"	"! $1, qui est ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55414"	"$1 ~ de $2"	"manque "	"100"	"($1=Y,$2=X)"
"ls:fr:node:55415"	"$1 ~ de $2"	"manque"	"100"	"($1=Y,$2=X)"
"ls:fr:node:55416"	"$1 ~ de $2"	"manque "	"100"	"($1=X,$2=Y)"
"ls:fr:node:55417"	"$1 ~ à $2"	"manque"	"100"	"($1=X,$2=Y)"
"ls:fr:node:55418"	"$1 ~ de $2"	"se languit"	"100"	"($1=X,$2=Y)"
"ls:fr:node:55419"	"~ pratiquée par $1"	""	"100"	"($1=X)"
"ls:fr:node:55420"	"! ~ faite par les $1 pour les $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55421"	"$1, ~ de $2 pour $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:55422"	"! ~ de $1 dans le lieu $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55423"	"~ de $1 envers $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55424"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:55425"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:55426"	"~ à $2 destiné à être consommé par $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55427"	"~ à $2 destiné à être consommé par $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55428"	"! ~ de $1 dans le lieu $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55429"	"! ~ de $1 chez $2"	""	"100"	"($1=Y,$2=X)"
"ls:fr:node:55430"	"$1, qui est un ~"	""	"100"	"($1=X)"
"ls:fr:node:55431"	"~"	""	"100"	"()"
"ls:fr:node:55432"	"~"	""	"100"	"()"
"ls:fr:node:55433"	"$1 ~ à $2"	"manque"	"100"	"($1=X,$2=Y)"
"ls:fr:node:55434"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:55435"	"~ où vivent les $1"	""	"100"	"($1=X)"
"ls:fr:node:55436"	"~ où vivent les $1"	""	"100"	"($1=X)"
"ls:fr:node:55437"	"~ où vivent les $1"	""	"100"	"($1=X)"
"ls:fr:node:55438"	"~ où vivent les $1"	""	"80"	"($1=X)"
"ls:fr:node:55439"	"~ de $2 constituée des $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55440"	"$1 ~ $2"	" déchire"	"100"	"($1=X,$2=Y)"
"ls:fr:node:55441"	"~ effectuée par $1, dont est victime $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55442"	"$1, qui est une ~ impliquant $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55443"	"$1, qui est une ~"	""	"100"	"($1=X)"
"ls:fr:node:55444"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:55445"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:55446"	"$1 est ~"	""	"100"	"($1=X)"
"ls:fr:node:55447"	"$1, qui est un ~"	""	"100"	"($1=X)"
"ls:fr:node:55448"	"$1, qui est une ~"	""	"100"	"($1=X)"
"ls:fr:node:55449"	"~ de $3 où travaillent $1 pour $2"	""	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:55450"	"$1, qui est la ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55451"	"$1, ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55452"	"$1, ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55453"	"~ de $3 où travaillent $1 pour $2"	""	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:55454"	"$1, qui est la ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55455"	"$1, ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55456"	"$1, ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55457"	"~ dont est fait $1"	""	"100"	"($1=X)"
"ls:fr:node:55458"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:55459"	"~ qui servent à $1"	"cristaux"	"100"	"($1=X)"
"ls:fr:node:55460"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:55461"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:55462"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:55463"	"$1, qui est le ~ de $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55464"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:55465"	"$1 est ~ $2"	""	"60"	"($1=X,$2=Y)"
"ls:fr:node:55466"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:55467"	"$1 ~ $2"	" vend "	"100"	"($1=X,$2=Y)"
"ls:fr:node:55468"	"$1 ~ $2 à $3 comme $4"	" vend "	"100"	"($1=X,$2=Y,$3=Z,$4=W)"
"ls:fr:node:55469"	"~ de $1 sur $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55470"	"~ où travaillent $1"	""	"100"	"($1=X)"
"ls:fr:node:55471"	"$1, qui est une ~"	""	"100"	"($1=X)"
"ls:fr:node:55472"	"~ qui sert à $1 pour $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55473"	"~ qui sert à $1 pour $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55475"	"~ où est $1"	""	"100"	"($1=X)"
"ls:fr:node:55477"	"$1, qui s’appelle ~"	""	"100"	"($1=X)"
"ls:fr:node:55478"	"$1, qui s’appelle ~"	""	"100"	"($1=X)"
"ls:fr:node:55479"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:55480"	"$1 ~ à $2"	"fait défaut"	"100"	"($1=X,$2=Y)"
"ls:fr:node:55481"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:55483"	"$1 ~ pour produire  $2"	" réagissent "	"100"	"($1=X,$2=Y)"
"ls:fr:node:55484"	"$1 ~ à $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55487"	"$1 ~ à $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55488"	"~ entre les $1  qui produit $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55489"	"~ de $1 à $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55490"	"$1 est un ~"	""	"100"	"($1=X)"
"ls:fr:node:55491"	"$1 est ~ avec $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55493"	"~ utilisé par $1"	""	"100"	"($1=X)"
"ls:fr:node:55494"	"$1 ~ $2"	""	"80"	"($1=X,$2=Y)"
"ls:fr:node:55495"	"$1 ~ $2"	""	"80"	"($1=X,$2=Y)"
"ls:fr:node:55496"	"~ de $1 à $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55497"	"~ qui sert à $1 pour $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55498"	"$1 ~ $2 avec $3"	" bat "	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:55499"	"$1 ~ $2 avec $3"	" bat "	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:55500"	"$1 ~ $2 avec $3"	" bat "	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:55501"	"$1 ~ $2 avec $3"	" bat "	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:55505"	"~ de $1 contre $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55506"	"~ de $1 sur $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55508"	"~ dont dispose $1"	""	"100"	"($1=X)"
"ls:fr:node:55509"	"~ dont dispose $1"	""	"100"	"($1=X)"
"ls:fr:node:55510"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:55511"	"~ utilisé par $1 pour les $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55512"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:55514"	"$1 ~ $2 avec $3"	" bat "	"80"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:55515"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:55516"	"$1 ~ $2 en $3 avec $4"	" bat "	"70"	"($1=X,$2=Y,$3=W,$4=Z)"
"ls:fr:node:55517"	"$1 ~ $2 dans $3"	" bat "	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:55520"	"$1 ~ avec $2 pour donner $3"	" réagit "	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:55521"	"$1 est un ~"	""	"100"	"($1=X)"
"ls:fr:node:55522"	"~ pratiquée par $1"	""	"70"	"($1=X)"
"ls:fr:node:55523"	"~ qui sert à $1 pour $2"	""	"80"	"($1=X,$2=Y)"
"ls:fr:node:55524"	"~ qui sert à $1"	""	"90"	"($1=Y)"
"ls:fr:node:55525"	"$1, qui est ART ~"	""	"90"	"($1=X)"
"ls:fr:node:55526"	"~ constituée des $1 utilisée par $2"	""	"80"	"($1=X,$2=Y)"
"ls:fr:node:55527"	"! ~ de l'appareil $1 utilisée par $2"	""	"60"	"($1=X,$2=Y)"
"ls:fr:node:55529"	"~ qui sert à $1"	""	"90"	"($1=X)"
"ls:fr:node:55530"	"~ de $1 composé de $2"	""	"60"	"($1=X,$2=Y)"
"ls:fr:node:55531"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:55532"	"~"	""	"100"	"()"
"ls:fr:node:55533"	"~"	""	"100"	"()"
"ls:fr:node:55534"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:55539"	"~ de $1 à $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55546"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:55547"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:55548"	"~ de $2 composée $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55549"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:55551"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:55554"	"~ de $1, qui est $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55555"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:55559"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:55561"	"$1 est ~"	""	"100"	"($1=X)"
"ls:fr:node:55562"	"$1 est ~"	""	"100"	"($1=X)"
"ls:fr:node:55563"	"~ de $1"	""	"90"	"($1=X)"
"ls:fr:node:55564"	"~ de $1"	""	"70"	"($1=X)"
"ls:fr:node:55565"	"$1 ~ $2"	" respecte "	"100"	"($1=Z,$2=Y)"
"ls:fr:node:55566"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:55567"	"$1 ~ $2 en faisant $3"	" respecte "	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:55568"	"~ fait par $2 destiné à être consommé par $1"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55569"	"! ~ entre  $1 et $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55570"	"$1 ~ $2"	" produit  "	"100"	"($1=X,$2=Y)"
"ls:fr:node:55571"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:55572"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:55573"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:55574"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:55575"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:55576"	"$1 est ~ pour $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55577"	"! ~ de $1 pour $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55578"	"$1 est ~ pour $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55579"	"~"	""	"100"	"()"
"ls:fr:node:55580"	"~ qui sert à $1"	""	"100"	"($1=X)"
"ls:fr:node:55581"	"~ auquel participent les $1"	""	"100"	"($1=X)"
"ls:fr:node:55582"	"~"	""	"100"	"()"
"ls:fr:node:55583"	"~"	""	"100"	"()"
"ls:fr:node:55584"	"$1, qui s’appelle ~"	""	"100"	"($1=X)"
"ls:fr:node:55585"	"$1, qui s’appelle ~"	""	"100"	"($1=X)"
"ls:fr:node:55586"	"$1, qui est un ~"	""	"100"	"($1=X)"
"ls:fr:node:55587"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:55588"	"$1, qui est une ~"	""	"100"	"($1=X)"
"ls:fr:node:55589"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:55590"	"~ de $1"	""	"70"	"($1=X)"
"ls:fr:node:55591"	"~ où s'arrête $1"	""	"100"	"($1=X)"
"ls:fr:node:55592"	"~ de $1 à $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55593"	"~ de $1 à $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55594"	"$1, qui est une ~"	""	"100"	"($1=X)"
"ls:fr:node:55595"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:55596"	"~ où travaillent les $1"	""	"100"	"($1=X)"
"ls:fr:node:55597"	"~, dont font partie les $1"	""	"100"	"($1=X)"
"ls:fr:node:55598"	"[$1] ~ $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55599"	"~ destiné à être consommé par $1"	""	"100"	"($1=X)"
"ls:fr:node:55600"	"~ qui porte $1"	""	"100"	"($1=X)"
"ls:fr:node:55601"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:55604"	"[$1] ~"	""	"100"	"($1=X)"
"ls:fr:node:55605"	"$1 ~ avec $2"	" interagit "	"100"	"($1=X,$2=Y)"
"ls:fr:node:55606"	"$1 ~ avec $2"	" interagit "	"100"	"($1=X,$2=Y)"
"ls:fr:node:55609"	"$1 ~ à $2"	" vend la mèche "	"100"	"($1=X,$2=Y)"
"ls:fr:node:55610"	"$1 ~"	" crache le morceau"	"100"	"($1=X)"
"ls:fr:node:55611"	"$1, ~ de $2"	" paroles "	"100"	"($1=X,$2=Y)"
"ls:fr:node:55613"	"~ où habite $1"	""	"100"	"($1=X)"
"ls:fr:node:55614"	"~ où habite $1"	""	"100"	"($1=X)"
"ls:fr:node:55616"	"~ qui sert à $1"	""	"100"	"($1=X)"
"ls:fr:node:55617"	"~ où habite $1"	""	"100"	"($1=X)"
"ls:fr:node:55618"	"~ où vit $1"	""	"100"	"($1=X)"
"ls:fr:node:55619"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:55620"	"$1 ~ $2"	" rudoie "	"100"	"($1=X,$2=Y)"
"ls:fr:node:55621"	"~ entre $1 et $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55622"	"~ qu’a $1"	""	"100"	"($1=X)"
"ls:fr:node:55623"	"$1 ~"	" reprend du poil de la bête "	"100"	"($1=X)"
"ls:fr:node:55624"	"$1 ~ $2"	" caresse dans le sens du poil "	"100"	"($1=X,$2=Y)"
"ls:fr:node:55625"	"$1 ~ $2"	" caresse "	"100"	"($1=X,$2=Y)"
"ls:fr:node:55626"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:55627"	"$1 qui est ~"	""	"100"	"($1=X)"
"ls:fr:node:55628"	"~"	""	"100"	"()"
"ls:fr:node:55629"	"$1, qui est une ~"	""	"100"	"($1=X)"
"ls:fr:node:55630"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:55631"	"! ~ formée par   $1, $2, $3 et $4"	""	"90"	"($1=X,$2=Y,$3=Z,$4=W)"
"ls:fr:node:55632"	"~ qui sert à $1"	""	"100"	"($1=X)"
"ls:fr:node:55633"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:55634"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:55635"	"~ où travaillent $1 pour $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55636"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:55637"	"~ qui sert à $1 pour $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55638"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:55639"	"~ qui sert à $1 pour $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55640"	"$1, qui est une ~"	""	"100"	"($1=X)"
"ls:fr:node:55641"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:55642"	"~ qui sert à $1 pour $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55643"	"~ de $1"	""	"100"	"($1=X)"
"ls:fr:node:55644"	"~ qui sert à $1"	""	"100"	"($1=X)"
"ls:fr:node:55645"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:55646"	"$1 ~ à $2"	" réfléchit "	"100"	"($1=X,$2=Y)"
"ls:fr:node:55647"	"$1 ~ sur $2"	" gamberge "	"100"	"($1=X,$2=Y)"
"ls:fr:node:55648"	"$1 est ~"	""	"100"	"($1=X)"
"ls:fr:node:55649"	"~ de $1 par $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55650"	"$1 ~ $2"	" consomme "	"100"	"($1=X,$2=Y)"
"ls:fr:node:55652"	"$1 ~ $2"	" brise "	"100"	"($1=X,$2=Y)"
"ls:fr:node:55653"	"~ entre $1 et $2 qui forment $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"ls:fr:node:55654"	"$1 ~"	""	"100"	"($1=X)"
"ls:fr:node:55655"	"$1 ~ $2"	" peut "	"100"	"($1=X,$2=Y)"
"ls:fr:node:55657"	"$1 est ~"	""	"100"	"($1=X)"
"ls:fr:node:55658"	"$1 ~ en $2"	" se transforme "	"100"	"($1=X,$2=Y)"
"ls:fr:node:55659"	"~ de $1 en $2"	""	"100"	"($1=X,$2=Y)"
"ls:fr:node:55660"	"$1 est ~"	""	"100"	"($1=X)"
"ls:fr:node:55661"	"$1 est ~"	""	"100"	"($1=X)"
"ls:fr:node:55664"	"~ destiné à être consommé par $1"	""	"100"	"($1=X)"
"ls:fr:node:55665"	"~"	""	"100"	"()"
"ls:fr:node:55666"	"$1, qui est un ~"	" Kiwi "	"100"	"($1=X)"
"ls:fr:node:55667"	"~ où vivent les $1"	""	"100"	"($1=X)"
"ls:fr:node:55668"	"~ où vivent les $1"	""	"100"	"($1=X)"
"ls:fr:node:55669"	"$1, qui est une ~"	""	"100"	"($1=X)"
"ls:fr:node:55670"	"$1 ~ $2"	" travaille "	"100"	"($1=X,$2=Y)"
"ls:fr:node:55671"	"$1 ~ $2"	" grimpe "	"100"	"($1=X,$2=Y)"
"ls:fr:node:55672"	"~ sur laquelle se déplace $1"	""	"100"	"($1=X)"
"ls:fr:node:55673"	"$1 ~ (à $2)"	" grimpe "	"100"	"($1=X,$2=Y)"
"ls:fr:node:55674"	"$1 ~ Loc-in $2"	" grimpe "	"100"	"($1=X,$2=Y)"
"ls:fr:node:55675"	"$1 ~ Loc-in $2"	" grimpe "	"100"	"($1=X,$2=Y)"
