"node"	"example"	"occurrence"	"position"	"%"
"ls:fr:node:45193"	"ls:fr:ex:14283"	"129,137;"	"1"	"100"
"ls:fr:node:45195"	"ls:fr:ex:15086"	"73,80;"	"0"	"100"
"ls:fr:node:45197"	"ls:fr:ex:15087"	"81,98;"	"0"	"100"
"ls:fr:node:45197"	"ls:fr:ex:15088"	"154,171;"	"1"	"100"
"ls:fr:node:45198"	"ls:fr:ex:15089"	"60,78;110,125;"	"0"	"100"
"ls:fr:node:45198"	"ls:fr:ex:15090"	"88,106;171,199;"	"1"	"100"
"ls:fr:node:45199"	"ls:fr:ex:15138"	"84,91;"	"0"	"100"
"ls:fr:node:45199"	"ls:fr:ex:15135"	"61,71;"	"1"	"100"
"ls:fr:node:45199"	"ls:fr:ex:15139"	"151,159;"	"2"	"100"
"ls:fr:node:45199"	"ls:fr:ex:15250"	"128,136;"	"3"	"100"
"ls:fr:node:45199"	"ls:fr:ex:15252"	"123,124;136,143;"	"4"	"100"
"ls:fr:node:45199"	"ls:fr:ex:15256"	"90,98;"	"5"	"100"
"ls:fr:node:45199"	"ls:fr:ex:14875"	"101,111;"	"6"	"100"
"ls:fr:node:45199"	"ls:fr:ex:14995"	"41,48;"	"7"	"100"
"ls:fr:node:45199"	"ls:fr:ex:1754"	"99,107;"	"8"	"100"
"ls:fr:node:45201"	"ls:fr:ex:15105"	"34,41;"	"0"	"100"
"ls:fr:node:45201"	"ls:fr:ex:15107"	"34,42;"	"1"	"100"
"ls:fr:node:45201"	"ls:fr:ex:15111"	"159,167;"	"2"	"100"
"ls:fr:node:45201"	"ls:fr:ex:15115"	"174,182;"	"3"	"100"
"ls:fr:node:45203"	"ls:fr:ex:15109"	"73,89;"	"0"	"100"
"ls:fr:node:45203"	"ls:fr:ex:15110"	"224,240;"	"1"	"100"
"ls:fr:node:45204"	"ls:fr:ex:13572"	"236,241;"	"0"	"100"
"ls:fr:node:45206"	"ls:fr:ex:13246"	"89,97;"	"0"	"100"
"ls:fr:node:45206"	"ls:fr:ex:15143"	"90,97;"	"1"	"100"
"ls:fr:node:45206"	"ls:fr:ex:15151"	"57,64;"	"2"	"100"
"ls:fr:node:45206"	"ls:fr:ex:14313"	"156,169;"	"3"	"100"
"ls:fr:node:45206"	"ls:fr:ex:15254"	"52,60;"	"4"	"100"
"ls:fr:node:45206"	"ls:fr:ex:15269"	"16,24;"	"5"	"100"
"ls:fr:node:45206"	"ls:fr:ex:15335"	"113,121;"	"6"	"100"
"ls:fr:node:45206"	"ls:fr:ex:22403"	"176,189;"	"7"	"100"
"ls:fr:node:45206"	"ls:fr:ex:22404"	"142,149;"	"8"	"100"
"ls:fr:node:45206"	"ls:fr:ex:22405"	"175,182;"	"9"	"100"
"ls:fr:node:45207"	"ls:fr:ex:15120"	"64,76;"	"0"	"100"
"ls:fr:node:45208"	"ls:fr:ex:2488"	"241,249;"	"0"	"100"
"ls:fr:node:45209"	"ls:fr:ex:15121"	"269,279;"	"0"	"100"
"ls:fr:node:45210"	"ls:fr:ex:1546"	"105,115;"	"0"	"100"
"ls:fr:node:45211"	"ls:fr:ex:15137"	"67,76;"	"0"	"100"
"ls:fr:node:45212"	"ls:fr:ex:15122"	"214,219;"	"0"	"100"
"ls:fr:node:45212"	"ls:fr:ex:1532"	"60,66;"	"1"	"100"
"ls:fr:node:45212"	"ls:fr:ex:8609"	"331,337;"	"2"	"100"
"ls:fr:node:45213"	"ls:fr:ex:1263"	"105,110;"	"0"	"100"
"ls:fr:node:45213"	"ls:fr:ex:15126"	"122,128;"	"1"	"100"
"ls:fr:node:45213"	"ls:fr:ex:6745"	"66,71;"	"2"	"100"
"ls:fr:node:45214"	"ls:fr:ex:15123"	"97,105;"	"0"	"100"
"ls:fr:node:45215"	"ls:fr:ex:5656"	"162,170;"	"0"	"100"
"ls:fr:node:45215"	"ls:fr:ex:8275"	"247,256;"	"1"	"100"
"ls:fr:node:45216"	"ls:fr:ex:12055"	"60,74;"	"0"	"100"
"ls:fr:node:45217"	"ls:fr:ex:13284"	"199,209;"	"0"	"100"
"ls:fr:node:45217"	"ls:fr:ex:2888"	"85,90;"	"1"	"100"
"ls:fr:node:45218"	"ls:fr:ex:15145"	"286,296;"	"0"	"100"
"ls:fr:node:45220"	"ls:fr:ex:15156"	"50,67;"	"0"	"100"
"ls:fr:node:45221"	"ls:fr:ex:15152"	"61,69;"	"0"	"100"
"ls:fr:node:45221"	"ls:fr:ex:15153"	"252,260;"	"1"	"100"
"ls:fr:node:45222"	"ls:fr:ex:15157"	"159,166;"	"0"	"100"
"ls:fr:node:45222"	"ls:fr:ex:15158"	"166,174;"	"1"	"100"
"ls:fr:node:45222"	"ls:fr:ex:15159"	"163,171;"	"2"	"100"
"ls:fr:node:45222"	"ls:fr:ex:15167"	"238,245;"	"3"	"100"
"ls:fr:node:45222"	"ls:fr:ex:9109"	"110,118;"	"4"	"100"
"ls:fr:node:45223"	"ls:fr:ex:15160"	"144,152;"	"0"	"100"
"ls:fr:node:45223"	"ls:fr:ex:15161"	"178,186;"	"1"	"100"
"ls:fr:node:45225"	"ls:fr:ex:15164"	"87,95;"	"0"	"100"
"ls:fr:node:45228"	"ls:fr:ex:15177"	"333,347;"	"0"	"100"
"ls:fr:node:45228"	"ls:fr:ex:15168"	"150,166;"	"1"	"100"
"ls:fr:node:45229"	"ls:fr:ex:15170"	"278,286;"	"0"	"100"
"ls:fr:node:45230"	"ls:fr:ex:15647"	"67,75;"	"0"	"100"
"ls:fr:node:45232"	"ls:fr:ex:15175"	"154,163;"	"0"	"100"
"ls:fr:node:45233"	"ls:fr:ex:15176"	"139,146;"	"0"	"100"
"ls:fr:node:45234"	"ls:fr:ex:12279"	"115,123;173,181;"	"0"	"100"
"ls:fr:node:45235"	"ls:fr:ex:15180"	"37,46;"	"0"	"100"
"ls:fr:node:45235"	"ls:fr:ex:15181"	"33,43;"	"1"	"100"
"ls:fr:node:45235"	"ls:fr:ex:15182"	"181,188;"	"2"	"100"
"ls:fr:node:45235"	"ls:fr:ex:15183"	"112,120;"	"3"	"100"
"ls:fr:node:45235"	"ls:fr:ex:15184"	"72,81;"	"4"	"100"
"ls:fr:node:45235"	"ls:fr:ex:15185"	"131,139;"	"5"	"100"
"ls:fr:node:45236"	"ls:fr:ex:4187"	"183,194;"	"0"	"100"
"ls:fr:node:45237"	"ls:fr:ex:6288"	"53,59;"	"0"	"100"
"ls:fr:node:45238"	"ls:fr:ex:7380"	"152,162;"	"0"	"100"
"ls:fr:node:45238"	"ls:fr:ex:15151"	"122,131;"	"1"	"100"
"ls:fr:node:45239"	"ls:fr:ex:10543"	"82,89;"	"0"	"100"
"ls:fr:node:45241"	"ls:fr:ex:14162"	"79,89;"	"0"	"100"
"ls:fr:node:45242"	"ls:fr:ex:15186"	"120,129;"	"0"	"100"
"ls:fr:node:45243"	"ls:fr:ex:20373"	"70,78;"	"0"	"100"
"ls:fr:node:45243"	"ls:fr:ex:20375"	"48,55;"	"1"	"100"
"ls:fr:node:45243"	"ls:fr:ex:20376"	"30,37;"	"2"	"100"
"ls:fr:node:45245"	"ls:fr:ex:14198"	"32,46;"	"0"	"100"
"ls:fr:node:45245"	"ls:fr:ex:15198"	"45,54;"	"1"	"100"
"ls:fr:node:45245"	"ls:fr:ex:15333"	"26,37;"	"2"	"100"
"ls:fr:node:45245"	"ls:fr:ex:14307"	"71,81;"	"3"	"100"
"ls:fr:node:45245"	"ls:fr:ex:14318"	"57,66;"	"4"	"100"
"ls:fr:node:45245"	"ls:fr:ex:15257"	"230,241;"	"5"	"100"
"ls:fr:node:45245"	"ls:fr:ex:14866"	"140,150;"	"6"	"100"
"ls:fr:node:45245"	"ls:fr:ex:14982"	"29,40;"	"7"	"100"
"ls:fr:node:45245"	"ls:fr:ex:14870"	"160,173;"	"8"	"100"
"ls:fr:node:45246"	"ls:fr:ex:11285"	"141,148;"	"0"	"100"
"ls:fr:node:45247"	"ls:fr:ex:7438"	"79,85;"	"0"	"100"
"ls:fr:node:45250"	"ls:fr:ex:15204"	"197,206;"	"0"	"100"
"ls:fr:node:45251"	"ls:fr:ex:16430"	"91,99;"	"0"	"100"
"ls:fr:node:45251"	"ls:fr:ex:16441"	"149,156;"	"1"	"100"
"ls:fr:node:45251"	"ls:fr:ex:16434"	"78,85;"	"2"	"100"
"ls:fr:node:45251"	"ls:fr:ex:16431"	"45,51;"	"3"	"100"
"ls:fr:node:45251"	"ls:fr:ex:16438"	"353,361;"	"4"	"100"
"ls:fr:node:45251"	"ls:fr:ex:16439"	"51,57;"	"5"	"100"
"ls:fr:node:45251"	"ls:fr:ex:16443"	"29,37;"	"6"	"100"
"ls:fr:node:45251"	"ls:fr:ex:16440"	"33,40;"	"7"	"100"
"ls:fr:node:45252"	"ls:fr:ex:5571"	"296,304;"	"0"	"100"
"ls:fr:node:45253"	"ls:fr:ex:15215"	"53,64;"	"0"	"100"
"ls:fr:node:45254"	"ls:fr:ex:15209"	"56,62;"	"0"	"100"
"ls:fr:node:45254"	"ls:fr:ex:15216"	"81,87;"	"1"	"100"
"ls:fr:node:45254"	"ls:fr:ex:15217"	"132,138;"	"2"	"100"
"ls:fr:node:45254"	"ls:fr:ex:222"	"133,139;"	"3"	"100"
"ls:fr:node:45254"	"ls:fr:ex:15296"	"515,521;"	"4"	"100"
"ls:fr:node:45254"	"ls:fr:ex:15297"	"355,362;"	"5"	"100"
"ls:fr:node:45254"	"ls:fr:ex:15298"	"70,76;"	"6"	"100"
"ls:fr:node:45254"	"ls:fr:ex:15299"	"469,475;"	"7"	"100"
"ls:fr:node:45254"	"ls:fr:ex:15300"	"382,389;"	"8"	"100"
"ls:fr:node:45255"	"ls:fr:ex:15226"	"118,127;"	"0"	"100"
"ls:fr:node:45256"	"ls:fr:ex:1738"	"101,110;"	"0"	"100"
"ls:fr:node:45257"	"ls:fr:ex:15234"	"105,111;"	"0"	"100"
"ls:fr:node:45258"	"ls:fr:ex:15242"	"240,246;"	"0"	"100"
"ls:fr:node:45259"	"ls:fr:ex:15245"	"272,280;"	"0"	"100"
"ls:fr:node:45260"	"ls:fr:ex:11777"	"272,280;"	"0"	"100"
"ls:fr:node:45262"	"ls:fr:ex:15265"	"278,282;"	"0"	"100"
"ls:fr:node:45264"	"ls:fr:ex:5051"	"165,171;"	"0"	"100"
"ls:fr:node:45265"	"ls:fr:ex:15268"	"72,79;"	"0"	"100"
"ls:fr:node:45268"	"ls:fr:ex:15273"	"72,78;"	"0"	"100"
"ls:fr:node:45268"	"ls:fr:ex:644"	"145,151;"	"1"	"100"
"ls:fr:node:45268"	"ls:fr:ex:1188"	"203,209;"	"2"	"100"
"ls:fr:node:45268"	"ls:fr:ex:15275"	"139,145;"	"3"	"100"
"ls:fr:node:45268"	"ls:fr:ex:10323"	"98,104;"	"4"	"100"
"ls:fr:node:45270"	"ls:fr:ex:15288"	"108,112;"	"0"	"100"
"ls:fr:node:45271"	"ls:fr:ex:15294"	"199,207;"	"0"	"100"
"ls:fr:node:45272"	"ls:fr:ex:15295"	"195,206;325,336;"	"0"	"100"
"ls:fr:node:45273"	"ls:fr:ex:15302"	"55,60;"	"0"	"100"
"ls:fr:node:45273"	"ls:fr:ex:15301"	"165,171;"	"1"	"100"
"ls:fr:node:45278"	"ls:fr:ex:14628"	"74,91;"	"0"	"100"
"ls:fr:node:45278"	"ls:fr:ex:14116"	"59,75;"	"1"	"100"
"ls:fr:node:45278"	"ls:fr:ex:11279"	"101,117;"	"2"	"100"
"ls:fr:node:45278"	"ls:fr:ex:8513"	"93,109;"	"3"	"100"
"ls:fr:node:45278"	"ls:fr:ex:8559"	"31,47;"	"4"	"100"
"ls:fr:node:45279"	"ls:fr:ex:15314"	"125,141;"	"0"	"100"
"ls:fr:node:45280"	"ls:fr:ex:1521"	"34,41;"	"0"	"100"
"ls:fr:node:45281"	"ls:fr:ex:15316"	"144,161;"	"0"	"100"
"ls:fr:node:45282"	"ls:fr:ex:15319"	"20,28;"	"0"	"100"
"ls:fr:node:45283"	"ls:fr:ex:15321"	"250,258;"	"0"	"100"
"ls:fr:node:45284"	"ls:fr:ex:15320"	"37,45;"	"0"	"100"
"ls:fr:node:45286"	"ls:fr:ex:25692"	"132,147;"	"0"	"100"
"ls:fr:node:45287"	"ls:fr:ex:9512"	"267,285;"	"0"	"100"
"ls:fr:node:45288"	"ls:fr:ex:15336"	"280,294;"	"0"	"100"
"ls:fr:node:45288"	"ls:fr:ex:15338"	"28,42;"	"1"	"100"
"ls:fr:node:45289"	"ls:fr:ex:8558"	"56,71;"	"0"	"100"
"ls:fr:node:45290"	"ls:fr:ex:14501"	"120,135;"	"0"	"100"
"ls:fr:node:45290"	"ls:fr:ex:15343"	"49,64;"	"1"	"100"
"ls:fr:node:45290"	"ls:fr:ex:15344"	"134,149;"	"2"	"100"
"ls:fr:node:45291"	"ls:fr:ex:15342"	"143,150;"	"0"	"100"
"ls:fr:node:45291"	"ls:fr:ex:15345"	"113,121;"	"1"	"100"
"ls:fr:node:45291"	"ls:fr:ex:15352"	"158,166;"	"2"	"100"
"ls:fr:node:45292"	"ls:fr:ex:14502"	"197,212;"	"0"	"100"
"ls:fr:node:45293"	"ls:fr:ex:15347"	"35,41;"	"0"	"100"
"ls:fr:node:45294"	"ls:fr:ex:15350"	"224,235;"	"0"	"100"
"ls:fr:node:45295"	"ls:fr:ex:4119"	"41,49;"	"0"	"100"
"ls:fr:node:45295"	"ls:fr:ex:6787"	"45,53;"	"1"	"100"
"ls:fr:node:45297"	"ls:fr:ex:15355"	"188,200;"	"0"	"100"
"ls:fr:node:45298"	"ls:fr:ex:15357"	"77,86;"	"0"	"100"
"ls:fr:node:45298"	"ls:fr:ex:15361"	"88,97;278,287;"	"1"	"100"
"ls:fr:node:45299"	"ls:fr:ex:15360"	"67,78;"	"0"	"100"
"ls:fr:node:45301"	"ls:fr:ex:15363"	"215,221;"	"0"	"100"
"ls:fr:node:45302"	"ls:fr:ex:15365"	"204,208;"	"0"	"100"
"ls:fr:node:45303"	"ls:fr:ex:2881"	"148,158;"	"0"	"100"
"ls:fr:node:45304"	"ls:fr:ex:15379"	"146,159;"	"0"	"100"
"ls:fr:node:45305"	"ls:fr:ex:15381"	"247,254;"	"0"	"100"
"ls:fr:node:45306"	"ls:fr:ex:15386"	"63,65;"	"0"	"100"
"ls:fr:node:45307"	"ls:fr:ex:15460"	"260,262;"	"0"	"100"
"ls:fr:node:45309"	"ls:fr:ex:15392"	"166,168;"	"0"	"100"
"ls:fr:node:45310"	"ls:fr:ex:15392"	"232,234;"	"0"	"100"
"ls:fr:node:45311"	"ls:fr:ex:15391"	"41,56;"	"0"	"100"
"ls:fr:node:45311"	"ls:fr:ex:15393"	"314,329;"	"1"	"100"
"ls:fr:node:45312"	"ls:fr:ex:15394"	"28,30;"	"0"	"100"
"ls:fr:node:45314"	"ls:fr:ex:15386"	"91,93;"	"0"	"100"
"ls:fr:node:45315"	"ls:fr:ex:15395"	"79,89;"	"0"	"100"
"ls:fr:node:45316"	"ls:fr:ex:15396"	"139,152;"	"0"	"100"
"ls:fr:node:45316"	"ls:fr:ex:15397"	"76,89;"	"1"	"100"
"ls:fr:node:45316"	"ls:fr:ex:15879"	"119,132;"	"2"	"100"
"ls:fr:node:45316"	"ls:fr:ex:15400"	"142,155;"	"3"	"100"
"ls:fr:node:45317"	"ls:fr:ex:15399"	"178,180;"	"0"	"100"
"ls:fr:node:45318"	"ls:fr:ex:15401"	"81,83;"	"0"	"100"
"ls:fr:node:45319"	"ls:fr:ex:10755"	"157,164;"	"0"	"100"
"ls:fr:node:45319"	"ls:fr:ex:15427"	"82,88;"	"1"	"100"
"ls:fr:node:45322"	"ls:fr:ex:15433"	"41,43;"	"0"	"100"
"ls:fr:node:45323"	"ls:fr:ex:15434"	"75,82;"	"0"	"100"
"ls:fr:node:45324"	"ls:fr:ex:15437"	"91,93;"	"0"	"100"
"ls:fr:node:45326"	"ls:fr:ex:15442"	"132,138;"	"0"	"100"
"ls:fr:node:45326"	"ls:fr:ex:34618"	"50,59;"	"1"	"100"
"ls:fr:node:45327"	"ls:fr:ex:15445"	"36,39;"	"0"	"100"
"ls:fr:node:45328"	"ls:fr:ex:31096"	"138,143;"	"0"	"100"
"ls:fr:node:45328"	"ls:fr:ex:7820"	"99,104;"	"1"	"100"
"ls:fr:node:45328"	"ls:fr:ex:31069"	"19,24;"	"2"	"100"
"ls:fr:node:45329"	"ls:fr:ex:15446"	"67,73;"	"0"	"100"
"ls:fr:node:45329"	"ls:fr:ex:15451"	"68,73;"	"1"	"100"
"ls:fr:node:45329"	"ls:fr:ex:15479"	"176,181;"	"2"	"100"
"ls:fr:node:45329"	"ls:fr:ex:15559"	"43,48;"	"3"	"100"
"ls:fr:node:45329"	"ls:fr:ex:15560"	"132,137;"	"4"	"100"
"ls:fr:node:45329"	"ls:fr:ex:15562"	"217,223;"	"5"	"100"
"ls:fr:node:45330"	"ls:fr:ex:15387"	"172,174;"	"0"	"100"
"ls:fr:node:45331"	"ls:fr:ex:15439"	"86,93;"	"0"	"100"
"ls:fr:node:45331"	"ls:fr:ex:11147"	"98,105;"	"1"	"100"
"ls:fr:node:45331"	"ls:fr:ex:11052"	"149,156;"	"2"	"100"
"ls:fr:node:45332"	"ls:fr:ex:15448"	"51,58;"	"0"	"100"
"ls:fr:node:45332"	"ls:fr:ex:15450"	"128,135;"	"1"	"100"
"ls:fr:node:45333"	"ls:fr:ex:15452"	"108,115;"	"0"	"100"
"ls:fr:node:45333"	"ls:fr:ex:15453"	"85,92;"	"1"	"100"
"ls:fr:node:45334"	"ls:fr:ex:15454"	"197,204;"	"0"	"100"
"ls:fr:node:45335"	"ls:fr:ex:15455"	"37,45;"	"0"	"100"
"ls:fr:node:45336"	"ls:fr:ex:15456"	"42,50;"	"0"	"100"
"ls:fr:node:45336"	"ls:fr:ex:9592"	"105,114;253,262;"	"1"	"100"
"ls:fr:node:45336"	"ls:fr:ex:9594"	"156,165;"	"2"	"100"
"ls:fr:node:45337"	"ls:fr:ex:11064"	"50,58;"	"0"	"100"
"ls:fr:node:45338"	"ls:fr:ex:15387"	"196,198;"	"0"	"100"
"ls:fr:node:45339"	"ls:fr:ex:34616"	"83,85;"	"0"	"100"
"ls:fr:node:45341"	"ls:fr:ex:15464"	"47,49;195,197;"	"0"	"100"
"ls:fr:node:45342"	"ls:fr:ex:4845"	"25,33;"	"1"	"100"
"ls:fr:node:45342"	"ls:fr:ex:15440"	"69,77;"	"2"	"100"
"ls:fr:node:45343"	"ls:fr:ex:15468"	"51,53;"	"0"	"100"
"ls:fr:node:45344"	"ls:fr:ex:15470"	"37,39;"	"0"	"100"
"ls:fr:node:45345"	"ls:fr:ex:15472"	"59,61;"	"0"	"100"
"ls:fr:node:45346"	"ls:fr:ex:15474"	"144,146;"	"0"	"100"
"ls:fr:node:45347"	"ls:fr:ex:15476"	"56,59;"	"0"	"100"
"ls:fr:node:45348"	"ls:fr:ex:209"	"114,124;"	"0"	"100"
"ls:fr:node:45349"	"ls:fr:ex:15477"	"71,78;"	"0"	"100"
"ls:fr:node:45350"	"ls:fr:ex:15484"	"162,173;"	"0"	"100"
"ls:fr:node:45350"	"ls:fr:ex:16588"	"19,30;406,418;"	"1"	"100"
"ls:fr:node:45350"	"ls:fr:ex:15489"	"331,343;"	"2"	"100"
"ls:fr:node:45351"	"ls:fr:ex:10945"	"136,147;"	"0"	"100"
"ls:fr:node:45352"	"ls:fr:ex:15486"	"59,69;"	"0"	"100"
"ls:fr:node:45353"	"ls:fr:ex:15487"	"59,69;"	"0"	"100"
"ls:fr:node:45355"	"ls:fr:ex:9335"	"195,206;"	"0"	"100"
"ls:fr:node:45355"	"ls:fr:ex:626"	"115,126;"	"1"	"100"
"ls:fr:node:45356"	"ls:fr:ex:15491"	"19,27;"	"0"	"100"
"ls:fr:node:45360"	"ls:fr:ex:15500"	"19,32;"	"0"	"100"
"ls:fr:node:45361"	"ls:fr:ex:15502"	"41,52;"	"0"	"100"
"ls:fr:node:45362"	"ls:fr:ex:15510"	"386,396;"	"0"	"100"
"ls:fr:node:45363"	"ls:fr:ex:15509"	"274,283;"	"0"	"100"
"ls:fr:node:45364"	"ls:fr:ex:5338"	"40,44;"	"0"	"100"
"ls:fr:node:45365"	"ls:fr:ex:15512"	"100,111;"	"0"	"100"
"ls:fr:node:45366"	"ls:fr:ex:15513"	"135,146;"	"0"	"100"
"ls:fr:node:45367"	"ls:fr:ex:15514"	"202,213;"	"0"	"100"
"ls:fr:node:45371"	"ls:fr:ex:15518"	"266,276;"	"0"	"100"
"ls:fr:node:45372"	"ls:fr:ex:14408"	"16,33;"	"0"	"100"
"ls:fr:node:45373"	"ls:fr:ex:826"	"21,32;"	"0"	"100"
"ls:fr:node:45374"	"ls:fr:ex:5353"	"259,265;"	"0"	"100"
"ls:fr:node:45374"	"ls:fr:ex:10178"	"99,104;"	"1"	"100"
"ls:fr:node:45375"	"ls:fr:ex:10843"	"27,34;"	"0"	"100"
"ls:fr:node:45376"	"ls:fr:ex:15528"	"184,193;"	"0"	"100"
"ls:fr:node:45377"	"ls:fr:ex:16388"	"124,159;"	"0"	"100"
"ls:fr:node:45378"	"ls:fr:ex:15530"	"436,446;"	"0"	"100"
"ls:fr:node:45379"	"ls:fr:ex:15193"	"94,106;"	"0"	"100"
"ls:fr:node:45381"	"ls:fr:ex:15532"	"25,34;"	"0"	"100"
"ls:fr:node:45381"	"ls:fr:ex:15531"	"80,91;"	"1"	"100"
"ls:fr:node:45382"	"ls:fr:ex:15389"	"79,95;"	"0"	"100"
"ls:fr:node:45382"	"ls:fr:ex:15534"	"59,75;"	"1"	"100"
"ls:fr:node:45383"	"ls:fr:ex:15535"	"165,181;"	"0"	"100"
"ls:fr:node:45384"	"ls:fr:ex:15536"	"71,87;"	"0"	"100"
"ls:fr:node:45384"	"ls:fr:ex:15537"	"139,155;"	"1"	"100"
"ls:fr:node:45385"	"ls:fr:ex:15538"	"97,107;"	"0"	"100"
"ls:fr:node:45386"	"ls:fr:ex:15539"	"317,328;"	"0"	"100"
"ls:fr:node:45387"	"ls:fr:ex:15542"	"32,42;"	"0"	"100"
"ls:fr:node:45388"	"ls:fr:ex:15544"	"39,46;"	"0"	"100"
"ls:fr:node:45389"	"ls:fr:ex:15545"	"133,143;"	"0"	"100"
"ls:fr:node:45389"	"ls:fr:ex:15551"	"634,644;"	"1"	"100"
"ls:fr:node:45389"	"ls:fr:ex:15546"	"81,91;"	"2"	"100"
"ls:fr:node:45389"	"ls:fr:ex:15547"	"165,175;"	"3"	"100"
"ls:fr:node:45390"	"ls:fr:ex:15552"	"50,59;"	"0"	"100"
"ls:fr:node:45390"	"ls:fr:ex:15553"	"74,84;"	"1"	"100"
"ls:fr:node:45391"	"ls:fr:ex:15555"	"44,52;"	"0"	"100"
"ls:fr:node:45392"	"ls:fr:ex:15558"	"36,43;"	"0"	"100"
"ls:fr:node:45393"	"ls:fr:ex:4069"	"36,48;"	"0"	"100"
"ls:fr:node:45394"	"ls:fr:ex:12687"	"65,74;"	"0"	"100"
"ls:fr:node:45394"	"ls:fr:ex:7523"	"30,40;"	"1"	"100"
"ls:fr:node:45395"	"ls:fr:ex:15561"	"190,197;"	"0"	"100"
"ls:fr:node:45396"	"ls:fr:ex:9975"	"66,75;"	"0"	"100"
"ls:fr:node:45397"	"ls:fr:ex:15563"	"78,87;"	"0"	"100"
"ls:fr:node:45398"	"ls:fr:ex:15564"	"44,53;"	"0"	"100"
"ls:fr:node:45399"	"ls:fr:ex:15586"	"123,131;"	"0"	"100"
"ls:fr:node:45400"	"ls:fr:ex:15591"	"122,127;"	"0"	"100"
"ls:fr:node:45401"	"ls:fr:ex:15592"	"154,161;"	"0"	"100"
"ls:fr:node:45402"	"ls:fr:ex:14826"	"281,289;"	"0"	"100"
"ls:fr:node:45403"	"ls:fr:ex:15593"	"48,55;"	"0"	"100"
"ls:fr:node:45404"	"ls:fr:ex:15595"	"274,282;"	"0"	"100"
"ls:fr:node:45405"	"ls:fr:ex:15600"	"72,78;"	"0"	"100"
"ls:fr:node:45406"	"ls:fr:ex:9085"	"513,521;"	"0"	"100"
"ls:fr:node:45407"	"ls:fr:ex:33800"	"52,64;"	"0"	"100"
"ls:fr:node:45407"	"ls:fr:ex:33801"	"43,51;"	"1"	"100"
"ls:fr:node:45407"	"ls:fr:ex:33802"	"44,55;"	"2"	"100"
"ls:fr:node:45407"	"ls:fr:ex:22044"	"88,99;"	"3"	"100"
"ls:fr:node:45407"	"ls:fr:ex:15617"	"30,38;"	"4"	"100"
"ls:fr:node:45408"	"ls:fr:ex:7845"	"179,191;"	"0"	"100"
"ls:fr:node:45409"	"ls:fr:ex:15651"	"94,104;"	"0"	"100"
"ls:fr:node:45409"	"ls:fr:ex:15861"	"268,278;"	"1"	"100"
"ls:fr:node:45409"	"ls:fr:ex:15636"	"57,67;"	"2"	"100"
"ls:fr:node:45410"	"ls:fr:ex:11265"	"261,277;"	"0"	"100"
"ls:fr:node:45411"	"ls:fr:ex:15637"	"57,64;"	"0"	"100"
"ls:fr:node:45412"	"ls:fr:ex:1865"	"142,154;"	"0"	"100"
"ls:fr:node:45413"	"ls:fr:ex:15638"	"190,202;"	"0"	"100"
"ls:fr:node:45414"	"ls:fr:ex:15640"	"54,65;"	"0"	"100"
"ls:fr:node:45415"	"ls:fr:ex:6441"	"114,122;"	"0"	"100"
"ls:fr:node:45416"	"ls:fr:ex:15641"	"75,83;"	"0"	"100"
"ls:fr:node:45417"	"ls:fr:ex:15650"	"45,57;"	"0"	"100"
"ls:fr:node:45417"	"ls:fr:ex:15642"	"148,160;"	"1"	"100"
"ls:fr:node:45419"	"ls:fr:ex:6829"	"80,87;"	"0"	"100"
"ls:fr:node:45420"	"ls:fr:ex:15652"	"147,160;"	"0"	"100"
"ls:fr:node:45420"	"ls:fr:ex:15653"	"73,86;"	"1"	"100"
"ls:fr:node:45420"	"ls:fr:ex:29137"	"272,285;"	"2"	"100"
"ls:fr:node:45421"	"ls:fr:ex:15689"	"101,135;"	"0"	"100"
"ls:fr:node:45421"	"ls:fr:ex:15656"	"243,279;"	"1"	"100"
"ls:fr:node:45422"	"ls:fr:ex:15657"	"125,147;"	"0"	"100"
"ls:fr:node:45422"	"ls:fr:ex:15660"	"41,63;"	"1"	"100"
"ls:fr:node:45423"	"ls:fr:ex:15655"	"278,300;"	"0"	"100"
"ls:fr:node:45423"	"ls:fr:ex:15658"	"118,140;"	"1"	"100"
"ls:fr:node:45423"	"ls:fr:ex:15659"	"65,87;"	"2"	"100"
"ls:fr:node:45424"	"ls:fr:ex:17363"	"64,81;"	"0"	"100"
"ls:fr:node:45425"	"ls:fr:ex:7735"	"148,152;"	"0"	"100"
"ls:fr:node:45425"	"ls:fr:ex:15662"	"324,329;"	"1"	"100"
"ls:fr:node:45426"	"ls:fr:ex:15663"	"59,87;"	"0"	"100"
"ls:fr:node:45427"	"ls:fr:ex:28103"	"31,39;"	"0"	"100"
"ls:fr:node:45427"	"ls:fr:ex:15664"	"604,608;"	"1"	"100"
"ls:fr:node:45428"	"ls:fr:ex:15665"	"44,48;"	"0"	"100"
"ls:fr:node:45429"	"ls:fr:ex:15666"	"279,283;"	"0"	"100"
"ls:fr:node:45430"	"ls:fr:ex:12023"	"110,118;"	"0"	"100"
"ls:fr:node:45431"	"ls:fr:ex:4794"	"118,128;"	"0"	"100"
"ls:fr:node:45433"	"ls:fr:ex:15669"	"212,222;"	"0"	"100"
"ls:fr:node:45434"	"ls:fr:ex:15671"	"90,98;"	"0"	"100"
"ls:fr:node:45435"	"ls:fr:ex:15672"	"219,234;"	"0"	"100"
"ls:fr:node:45436"	"ls:fr:ex:15633"	"19,35;"	"0"	"100"
