"node"	"example"	"occurrence"	"position"	"%"
"ls:fr:node:45437"	"ls:fr:ex:8254"	"196,200;"	"0"	"100"
"ls:fr:node:45437"	"ls:fr:ex:969"	"226,230;"	"1"	"100"
"ls:fr:node:45438"	"ls:fr:ex:5653"	"235,242;"	"0"	"100"
"ls:fr:node:45440"	"ls:fr:ex:15671"	"99,104;"	"0"	"100"
"ls:fr:node:45441"	"ls:fr:ex:15834"	"284,289;"	"0"	"100"
"ls:fr:node:45441"	"ls:fr:ex:15835"	"34,39;"	"1"	"100"
"ls:fr:node:45441"	"ls:fr:ex:15837"	"52,57;"	"2"	"100"
"ls:fr:node:45441"	"ls:fr:ex:2372"	"259,264;"	"3"	"100"
"ls:fr:node:45441"	"ls:fr:ex:13717"	"100,105;"	"4"	"100"
"ls:fr:node:45441"	"ls:fr:ex:14093"	"203,208;"	"5"	"100"
"ls:fr:node:45441"	"ls:fr:ex:16293"	"18,23;"	"6"	"100"
"ls:fr:node:45441"	"ls:fr:ex:15852"	"16,21;"	"7"	"100"
"ls:fr:node:45441"	"ls:fr:ex:15853"	"18,23;"	"8"	"100"
"ls:fr:node:45441"	"ls:fr:ex:15855"	"60,65;"	"9"	"100"
"ls:fr:node:45441"	"ls:fr:ex:16296"	"105,110;"	"10"	"100"
"ls:fr:node:45442"	"ls:fr:ex:15682"	"119,136;"	"0"	"100"
"ls:fr:node:45443"	"ls:fr:ex:15683"	"18,34;"	"0"	"100"
"ls:fr:node:45444"	"ls:fr:ex:10164"	"19,32;"	"0"	"100"
"ls:fr:node:45445"	"ls:fr:ex:15685"	"359,374;"	"0"	"100"
"ls:fr:node:45446"	"ls:fr:ex:12933"	"34,45;"	"0"	"100"
"ls:fr:node:45449"	"ls:fr:ex:24468"	"95,104;"	"0"	"100"
"ls:fr:node:45450"	"ls:fr:ex:15691"	"94,105;"	"0"	"100"
"ls:fr:node:45451"	"ls:fr:ex:15706"	"48,63;"	"0"	"100"
"ls:fr:node:45451"	"ls:fr:ex:15707"	"227,242;"	"1"	"100"
"ls:fr:node:45451"	"ls:fr:ex:10743"	"107,122;"	"2"	"100"
"ls:fr:node:45452"	"ls:fr:ex:30682"	"181,202;"	"0"	"100"
"ls:fr:node:45452"	"ls:fr:ex:30683"	"96,118;"	"1"	"100"
"ls:fr:node:45453"	"ls:fr:ex:15726"	"32,37;146,151;"	"0"	"100"
"ls:fr:node:45453"	"ls:fr:ex:15733"	"161,166;325,331;"	"1"	"100"
"ls:fr:node:45453"	"ls:fr:ex:15735"	"98,103;314,319;"	"2"	"100"
"ls:fr:node:45453"	"ls:fr:ex:15946"	"87,92;387,392;447,452;507,512;552,557;659,664;"	"3"	"100"
"ls:fr:node:45453"	"ls:fr:ex:15985"	"115,120;203,208;273,278;"	"4"	"100"
"ls:fr:node:45453"	"ls:fr:ex:15989"	"252,257;288,293;"	"5"	"100"
"ls:fr:node:45453"	"ls:fr:ex:15997"	"157,163;"	"6"	"100"
"ls:fr:node:45453"	"ls:fr:ex:15999"	"388,394;"	"7"	"100"
"ls:fr:node:45454"	"ls:fr:ex:15730"	"112,114;117,124;"	"0"	"100"
"ls:fr:node:45455"	"ls:fr:ex:27170"	"126,133;"	"0"	"100"
"ls:fr:node:45456"	"ls:fr:ex:15739"	"233,238;"	"0"	"100"
"ls:fr:node:45456"	"ls:fr:ex:15759"	"151,156;"	"1"	"100"
"ls:fr:node:45456"	"ls:fr:ex:15773"	"140,145;"	"2"	"100"
"ls:fr:node:45456"	"ls:fr:ex:15918"	"366,371;"	"3"	"100"
"ls:fr:node:45456"	"ls:fr:ex:15919"	"155,160;"	"4"	"100"
"ls:fr:node:45456"	"ls:fr:ex:15922"	"129,134;253,258;302,307;477,482;"	"5"	"100"
"ls:fr:node:45457"	"ls:fr:ex:15740"	"224,229;"	"0"	"100"
"ls:fr:node:45457"	"ls:fr:ex:15788"	"158,163;189,195;"	"1"	"100"
"ls:fr:node:45457"	"ls:fr:ex:15790"	"417,422;"	"2"	"100"
"ls:fr:node:45457"	"ls:fr:ex:15793"	"110,115;315,320;"	"3"	"100"
"ls:fr:node:45457"	"ls:fr:ex:15909"	"132,137;"	"4"	"100"
"ls:fr:node:45457"	"ls:fr:ex:15910"	"226,231;318,323;"	"5"	"100"
"ls:fr:node:45457"	"ls:fr:ex:15921"	"134,139;"	"6"	"100"
"ls:fr:node:45457"	"ls:fr:ex:15925"	"465,470;"	"7"	"100"
"ls:fr:node:45457"	"ls:fr:ex:15959"	"200,205;"	"8"	"100"
"ls:fr:node:45457"	"ls:fr:ex:15930"	"32,37;124,129;"	"9"	"100"
"ls:fr:node:45458"	"ls:fr:ex:15741"	"22,29;"	"0"	"100"
"ls:fr:node:45459"	"ls:fr:ex:15743"	"61,66;"	"0"	"100"
"ls:fr:node:45459"	"ls:fr:ex:15912"	"511,516;"	"1"	"100"
"ls:fr:node:45459"	"ls:fr:ex:15914"	"185,190;"	"2"	"100"
"ls:fr:node:45459"	"ls:fr:ex:15941"	"169,174;"	"3"	"100"
"ls:fr:node:45459"	"ls:fr:ex:15908"	"255,260;"	"4"	"100"
"ls:fr:node:45459"	"ls:fr:ex:15913"	"131,136;"	"5"	"100"
"ls:fr:node:45460"	"ls:fr:ex:15749"	"287,314;"	"0"	"100"
"ls:fr:node:45461"	"ls:fr:ex:15752"	"96,106;"	"0"	"100"
"ls:fr:node:45462"	"ls:fr:ex:15755"	"130,176;"	"0"	"100"
"ls:fr:node:45463"	"ls:fr:ex:15756"	"196,207;"	"0"	"100"
"ls:fr:node:45463"	"ls:fr:ex:25708"	"118,138;"	"1"	"100"
"ls:fr:node:45464"	"ls:fr:ex:15769"	"25,36;"	"0"	"100"
"ls:fr:node:45465"	"ls:fr:ex:15763"	"89,100;"	"0"	"100"
"ls:fr:node:45466"	"ls:fr:ex:15787"	"52,64;"	"0"	"100"
"ls:fr:node:45467"	"ls:fr:ex:15791"	"62,73;"	"0"	"100"
"ls:fr:node:45469"	"ls:fr:ex:15845"	"23,30;"	"0"	"100"
"ls:fr:node:45470"	"ls:fr:ex:11283"	"242,250;"	"0"	"100"
"ls:fr:node:45470"	"ls:fr:ex:5488"	"96,104;"	"1"	"100"
"ls:fr:node:45470"	"ls:fr:ex:15668"	"43,51;"	"2"	"100"
"ls:fr:node:45470"	"ls:fr:ex:22935"	"179,188;"	"3"	"100"
"ls:fr:node:45470"	"ls:fr:ex:9505"	"185,193;"	"4"	"100"
"ls:fr:node:45470"	"ls:fr:ex:4494"	"33,41;"	"5"	"100"
"ls:fr:node:45470"	"ls:fr:ex:150"	"174,182;"	"6"	"100"
"ls:fr:node:45470"	"ls:fr:ex:5453"	"195,204;"	"7"	"100"
"ls:fr:node:45470"	"ls:fr:ex:21082"	"126,134;"	"8"	"100"
"ls:fr:node:45471"	"ls:fr:ex:3570"	"95,102;"	"0"	"100"
"ls:fr:node:45471"	"ls:fr:ex:1738"	"77,85;"	"1"	"100"
"ls:fr:node:45472"	"ls:fr:ex:5477"	"27,33;"	"0"	"100"
"ls:fr:node:45473"	"ls:fr:ex:15846"	"81,90;"	"0"	"100"
"ls:fr:node:45474"	"ls:fr:ex:10173"	"183,194;"	"0"	"100"
"ls:fr:node:45474"	"ls:fr:ex:4703"	"73,84;"	"1"	"100"
"ls:fr:node:45475"	"ls:fr:ex:3854"	"60,68;"	"0"	"100"
"ls:fr:node:45475"	"ls:fr:ex:9066"	"33,41;"	"1"	"100"
"ls:fr:node:45476"	"ls:fr:ex:15850"	"58,65;"	"0"	"100"
"ls:fr:node:45477"	"ls:fr:ex:15854"	"22,30;"	"0"	"100"
"ls:fr:node:45478"	"ls:fr:ex:15856"	"86,91;"	"0"	"100"
"ls:fr:node:45479"	"ls:fr:ex:15857"	"82,88;"	"0"	"100"
"ls:fr:node:45479"	"ls:fr:ex:10903"	"59,64;"	"1"	"100"
"ls:fr:node:45480"	"ls:fr:ex:3071"	"137,153;"	"0"	"100"
"ls:fr:node:45481"	"ls:fr:ex:15858"	"58,64;"	"0"	"100"
"ls:fr:node:45482"	"ls:fr:ex:15859"	"77,85;"	"0"	"100"
"ls:fr:node:45483"	"ls:fr:ex:10557"	"31,39;"	"0"	"100"
"ls:fr:node:45484"	"ls:fr:ex:15860"	"145,159;"	"0"	"100"
"ls:fr:node:45485"	"ls:fr:ex:6674"	"182,188;"	"0"	"100"
"ls:fr:node:45486"	"ls:fr:ex:15865"	"176,187;"	"0"	"100"
"ls:fr:node:45487"	"ls:fr:ex:1292"	"107,109;"	"0"	"100"
"ls:fr:node:45488"	"ls:fr:ex:15867"	"66,75;"	"0"	"100"
"ls:fr:node:45489"	"ls:fr:ex:15868"	"53,61;"	"0"	"100"
"ls:fr:node:45490"	"ls:fr:ex:13145"	"114,122;"	"0"	"100"
"ls:fr:node:45491"	"ls:fr:ex:15869"	"56,64;"	"0"	"100"
"ls:fr:node:45492"	"ls:fr:ex:15870"	"127,133;"	"0"	"100"
"ls:fr:node:45493"	"ls:fr:ex:15873"	"103,113;"	"0"	"100"
"ls:fr:node:45493"	"ls:fr:ex:15874"	"172,182;"	"1"	"100"
"ls:fr:node:45493"	"ls:fr:ex:15872"	"641,651;"	"2"	"100"
"ls:fr:node:45494"	"ls:fr:ex:15876"	"228,242;"	"0"	"100"
"ls:fr:node:45495"	"ls:fr:ex:15880"	"356,369;"	"0"	"100"
"ls:fr:node:45496"	"ls:fr:ex:15699"	"47,60;"	"0"	"100"
"ls:fr:node:45497"	"ls:fr:ex:15896"	"25,31;"	"0"	"100"
"ls:fr:node:45497"	"ls:fr:ex:15898"	"38,44;"	"1"	"100"
"ls:fr:node:45497"	"ls:fr:ex:15907"	"217,223;"	"2"	"100"
"ls:fr:node:45497"	"ls:fr:ex:15881"	"50,55;"	"3"	"100"
"ls:fr:node:45497"	"ls:fr:ex:15882"	"97,102;"	"4"	"100"
"ls:fr:node:45497"	"ls:fr:ex:15883"	"448,453;"	"5"	"100"
"ls:fr:node:45497"	"ls:fr:ex:15884"	"182,188;254,259;"	"6"	"100"
"ls:fr:node:45497"	"ls:fr:ex:15888"	"175,181;657,663;"	"7"	"100"
"ls:fr:node:45497"	"ls:fr:ex:15891"	"142,148;"	"8"	"100"
"ls:fr:node:45498"	"ls:fr:ex:15890"	"199,221;"	"0"	"100"
"ls:fr:node:45499"	"ls:fr:ex:15893"	"243,253;"	"0"	"100"
"ls:fr:node:45500"	"ls:fr:ex:15892"	"190,204;"	"0"	"100"
"ls:fr:node:45501"	"ls:fr:ex:15894"	"90,95;"	"0"	"100"
"ls:fr:node:45501"	"ls:fr:ex:15895"	"57,62;"	"1"	"100"
"ls:fr:node:45501"	"ls:fr:ex:28308"	"47,52;"	"2"	"100"
"ls:fr:node:45501"	"ls:fr:ex:28322"	"84,89;"	"3"	"100"
"ls:fr:node:45501"	"ls:fr:ex:13188"	"34,39;"	"4"	"100"
"ls:fr:node:45503"	"ls:fr:ex:15903"	"154,160;"	"0"	"100"
"ls:fr:node:45504"	"ls:fr:ex:15904"	"161,168;"	"0"	"100"
"ls:fr:node:45505"	"ls:fr:ex:15905"	"213,219;"	"0"	"100"
"ls:fr:node:45506"	"ls:fr:ex:15900"	"28,35;"	"0"	"100"
"ls:fr:node:45507"	"ls:fr:ex:15902"	"80,99;"	"0"	"100"
"ls:fr:node:45507"	"ls:fr:ex:15906"	"97,116;"	"1"	"100"
"ls:fr:node:45508"	"ls:fr:ex:15032"	"319,327;"	"0"	"100"
"ls:fr:node:45509"	"ls:fr:ex:16033"	"108,115;"	"0"	"100"
"ls:fr:node:45509"	"ls:fr:ex:3288"	"68,75;"	"1"	"100"
"ls:fr:node:45509"	"ls:fr:ex:16075"	"103,110;"	"2"	"100"
"ls:fr:node:45509"	"ls:fr:ex:15452"	"262,269;"	"3"	"100"
"ls:fr:node:45509"	"ls:fr:ex:16076"	"52,59;"	"5"	"100"
"ls:fr:node:45509"	"ls:fr:ex:16077"	"160,167;"	"6"	"100"
"ls:fr:node:45509"	"ls:fr:ex:16078"	"52,59;"	"7"	"100"
"ls:fr:node:45509"	"ls:fr:ex:16079"	"36,43;"	"8"	"100"
"ls:fr:node:45509"	"ls:fr:ex:15995"	"69,76;"	"10"	"100"
"ls:fr:node:45509"	"ls:fr:ex:15996"	"157,164;"	"11"	"100"
"ls:fr:node:45509"	"ls:fr:ex:16005"	"149,156;"	"12"	"100"
"ls:fr:node:45509"	"ls:fr:ex:16003"	"97,104;"	"13"	"100"
"ls:fr:node:45509"	"ls:fr:ex:16211"	"44,51;"	"14"	"100"
"ls:fr:node:45509"	"ls:fr:ex:16213"	"24,31;"	"15"	"100"
"ls:fr:node:45509"	"ls:fr:ex:16214"	"121,128;"	"16"	"100"
"ls:fr:node:45510"	"ls:fr:ex:6322"	"589,596;"	"0"	"100"
"ls:fr:node:45511"	"ls:fr:ex:10524"	"331,338;"	"0"	"100"
"ls:fr:node:45512"	"ls:fr:ex:15915"	"231,243;"	"0"	"100"
"ls:fr:node:45513"	"ls:fr:ex:15920"	"53,58;"	"0"	"100"
"ls:fr:node:45514"	"ls:fr:ex:15924"	"84,89;"	"0"	"100"
"ls:fr:node:45514"	"ls:fr:ex:9552"	"108,113;"	"1"	"100"
"ls:fr:node:45514"	"ls:fr:ex:2092"	"16,26;"	"2"	"100"
"ls:fr:node:45514"	"ls:fr:ex:7731"	"32,38;"	"3"	"100"
"ls:fr:node:45515"	"ls:fr:ex:3021"	"235,239;"	"0"	"100"
"ls:fr:node:45515"	"ls:fr:ex:17521"	"45,49;"	"1"	"100"
"ls:fr:node:45516"	"ls:fr:ex:2420"	"456,462;"	"0"	"100"
"ls:fr:node:45519"	"ls:fr:ex:272"	"122,132;"	"0"	"100"
"ls:fr:node:45520"	"ls:fr:ex:15942"	"163,188;"	"0"	"100"
"ls:fr:node:45521"	"ls:fr:ex:15943"	"147,153;"	"0"	"100"
"ls:fr:node:45521"	"ls:fr:ex:10708"	"48,54;"	"1"	"100"
"ls:fr:node:45521"	"ls:fr:ex:11682"	"65,71;"	"2"	"100"
"ls:fr:node:45522"	"ls:fr:ex:15949"	"119,128;289,297;"	"0"	"100"
"ls:fr:node:45522"	"ls:fr:ex:15950"	"319,327;"	"1"	"100"
"ls:fr:node:45523"	"ls:fr:ex:15949"	"78,86;170,177;"	"0"	"100"
"ls:fr:node:45524"	"ls:fr:ex:15951"	"99,106;"	"0"	"100"
"ls:fr:node:45524"	"ls:fr:ex:15953"	"108,115;"	"1"	"100"
"ls:fr:node:45525"	"ls:fr:ex:15956"	"150,158;"	"0"	"100"
"ls:fr:node:45526"	"ls:fr:ex:15947"	"91,102;"	"0"	"100"
"ls:fr:node:45527"	"ls:fr:ex:27751"	"85,95;"	"0"	"100"
"ls:fr:node:45528"	"ls:fr:ex:6755"	"144,150;"	"0"	"100"
"ls:fr:node:45528"	"ls:fr:ex:19017"	"34,40;"	"1"	"100"
"ls:fr:node:45529"	"ls:fr:ex:18990"	"83,89;"	"1"	"100"
"ls:fr:node:45530"	"ls:fr:ex:2886"	"123,129;"	"0"	"100"
"ls:fr:node:45530"	"ls:fr:ex:15960"	"126,132;"	"1"	"100"
"ls:fr:node:45530"	"ls:fr:ex:15961"	"139,145;"	"2"	"100"
"ls:fr:node:45530"	"ls:fr:ex:16074"	"234,240;"	"3"	"100"
"ls:fr:node:45530"	"ls:fr:ex:2360"	"315,321;"	"4"	"100"
"ls:fr:node:45530"	"ls:fr:ex:16081"	"342,348;"	"5"	"100"
"ls:fr:node:45530"	"ls:fr:ex:16073"	"24,30;"	"6"	"100"
"ls:fr:node:45530"	"ls:fr:ex:14535"	"397,403;"	"7"	"100"
"ls:fr:node:45530"	"ls:fr:ex:16080"	"378,384;"	"8"	"100"
"ls:fr:node:45531"	"ls:fr:ex:15962"	"91,97;171,176;"	"0"	"100"
"ls:fr:node:45531"	"ls:fr:ex:15978"	"319,324;352,357;553,559;"	"1"	"100"
"ls:fr:node:45531"	"ls:fr:ex:15979"	"281,287;"	"2"	"100"
"ls:fr:node:45531"	"ls:fr:ex:15981"	"33,38;109,115;218,224;323,329;408,414;499,504;590,596;636,641;"	"3"	"100"
"ls:fr:node:45531"	"ls:fr:ex:15982"	"18,23;285,291;390,396;435,440;563,569;688,694;716,722;739,745;909,915;975,980;"	"4"	"100"
"ls:fr:node:45532"	"ls:fr:ex:16107"	"45,61;"	"0"	"100"
"ls:fr:node:45532"	"ls:fr:ex:16108"	"27,43;"	"1"	"100"
"ls:fr:node:45533"	"ls:fr:ex:15973"	"157,163;"	"0"	"100"
"ls:fr:node:45533"	"ls:fr:ex:15975"	"403,409;"	"1"	"100"
"ls:fr:node:45533"	"ls:fr:ex:15976"	"51,57;"	"2"	"100"
"ls:fr:node:45533"	"ls:fr:ex:24404"	"228,234;"	"3"	"100"
"ls:fr:node:45533"	"ls:fr:ex:24405"	"19,25;"	"4"	"100"
"ls:fr:node:45533"	"ls:fr:ex:24978"	"218,224;328,334;"	"5"	"100"
"ls:fr:node:45533"	"ls:fr:ex:16116"	"32,38;"	"6"	"100"
"ls:fr:node:45533"	"ls:fr:ex:24761"	"186,192;"	"7"	"100"
"ls:fr:node:45533"	"ls:fr:ex:24983"	"281,287;"	"8"	"100"
"ls:fr:node:45534"	"ls:fr:ex:15974"	"181,188;"	"0"	"100"
"ls:fr:node:45535"	"ls:fr:ex:15977"	"18,21;"	"0"	"100"
"ls:fr:node:45535"	"ls:fr:ex:1033"	"113,116;"	"1"	"100"
"ls:fr:node:45535"	"ls:fr:ex:5136"	"97,102;"	"2"	"100"
"ls:fr:node:45535"	"ls:fr:ex:1747"	"167,170;"	"3"	"100"
"ls:fr:node:45535"	"ls:fr:ex:2653"	"185,188;"	"4"	"100"
"ls:fr:node:45535"	"ls:fr:ex:122"	"348,351;"	"5"	"100"
"ls:fr:node:45535"	"ls:fr:ex:400"	"18,21;"	"6"	"100"
"ls:fr:node:45535"	"ls:fr:ex:763"	"252,255;"	"7"	"100"
"ls:fr:node:45535"	"ls:fr:ex:1159"	"76,79;"	"8"	"100"
"ls:fr:node:45535"	"ls:fr:ex:3511"	"105,108;"	"9"	"100"
"ls:fr:node:45536"	"ls:fr:ex:15980"	"171,175;185,189;"	"0"	"100"
"ls:fr:node:45536"	"ls:fr:ex:298"	"132,136;"	"1"	"100"
"ls:fr:node:45537"	"ls:fr:ex:15983"	"32,43;"	"0"	"100"
"ls:fr:node:45538"	"ls:fr:ex:15988"	"29,37;"	"0"	"100"
"ls:fr:node:45539"	"ls:fr:ex:4845"	"147,154;"	"0"	"100"
"ls:fr:node:45541"	"ls:fr:ex:16016"	"209,217;219,227;"	"0"	"100"
"ls:fr:node:45543"	"ls:fr:ex:16024"	"129,139;"	"0"	"100"
"ls:fr:node:45544"	"ls:fr:ex:16029"	"24,31;"	"0"	"100"
"ls:fr:node:45545"	"ls:fr:ex:16032"	"270,285;"	"0"	"100"
"ls:fr:node:45546"	"ls:fr:ex:16034"	"153,169;"	"0"	"100"
"ls:fr:node:45547"	"ls:fr:ex:16036"	"285,303;"	"0"	"100"
"ls:fr:node:45548"	"ls:fr:ex:16036"	"218,232;"	"0"	"100"
"ls:fr:node:45549"	"ls:fr:ex:16051"	"798,803;"	"0"	"100"
"ls:fr:node:45549"	"ls:fr:ex:16052"	"139,144;"	"1"	"100"
"ls:fr:node:45549"	"ls:fr:ex:16038"	"93,98;"	"2"	"100"
"ls:fr:node:45549"	"ls:fr:ex:16040"	"276,281;"	"3"	"100"
"ls:fr:node:45549"	"ls:fr:ex:16042"	"182,187;"	"4"	"100"
"ls:fr:node:45549"	"ls:fr:ex:16168"	"41,46;"	"5"	"100"
"ls:fr:node:45549"	"ls:fr:ex:16044"	"78,83;"	"6"	"100"
"ls:fr:node:45550"	"ls:fr:ex:16045"	"102,111;"	"0"	"100"
"ls:fr:node:45550"	"ls:fr:ex:16046"	"97,106;"	"1"	"100"
"ls:fr:node:45550"	"ls:fr:ex:16047"	"64,73;"	"2"	"100"
"ls:fr:node:45550"	"ls:fr:ex:16048"	"28,37;"	"3"	"100"
"ls:fr:node:45550"	"ls:fr:ex:16049"	"125,134;"	"4"	"100"
"ls:fr:node:45551"	"ls:fr:ex:16053"	"113,122;"	"0"	"100"
"ls:fr:node:45552"	"ls:fr:ex:16054"	"220,231;"	"0"	"100"
"ls:fr:node:45553"	"ls:fr:ex:16694"	"178,185;"	"0"	"100"
"ls:fr:node:45553"	"ls:fr:ex:16695"	"117,124;"	"1"	"100"
"ls:fr:node:45554"	"ls:fr:ex:16056"	"461,472;"	"0"	"100"
"ls:fr:node:45554"	"ls:fr:ex:16057"	"510,521;"	"1"	"100"
"ls:fr:node:45555"	"ls:fr:ex:16058"	"87,94;"	"0"	"100"
"ls:fr:node:45556"	"ls:fr:ex:14201"	"40,46;"	"0"	"100"
"ls:fr:node:45556"	"ls:fr:ex:15159"	"33,39;"	"1"	"100"
"ls:fr:node:45556"	"ls:fr:ex:17041"	"77,83;"	"2"	"100"
"ls:fr:node:45556"	"ls:fr:ex:17042"	"28,35;"	"3"	"100"
"ls:fr:node:45557"	"ls:fr:ex:16061"	"51,61;"	"0"	"100"
"ls:fr:node:45557"	"ls:fr:ex:16059"	"159,169;"	"1"	"100"
"ls:fr:node:45558"	"ls:fr:ex:16060"	"202,212;"	"0"	"100"
"ls:fr:node:45560"	"ls:fr:ex:16063"	"47,59;239,251;"	"0"	"100"
"ls:fr:node:45561"	"ls:fr:ex:16064"	"48,54;"	"0"	"100"
"ls:fr:node:45562"	"ls:fr:ex:13240"	"109,116;"	"0"	"100"
"ls:fr:node:45562"	"ls:fr:ex:13332"	"125,132;"	"1"	"100"
"ls:fr:node:45563"	"ls:fr:ex:2005"	"160,166;"	"0"	"100"
"ls:fr:node:45563"	"ls:fr:ex:13994"	"211,218;"	"1"	"100"
"ls:fr:node:45564"	"ls:fr:ex:16065"	"117,124;"	"0"	"100"
"ls:fr:node:45566"	"ls:fr:ex:16067"	"150,160;"	"0"	"100"
"ls:fr:node:45567"	"ls:fr:ex:16068"	"42,53;"	"0"	"100"
"ls:fr:node:45568"	"ls:fr:ex:16069"	"226,237;"	"0"	"100"
"ls:fr:node:45568"	"ls:fr:ex:16070"	"50,62;"	"1"	"100"
"ls:fr:node:45570"	"ls:fr:ex:1963"	"43,53;"	"0"	"100"
"ls:fr:node:45570"	"ls:fr:ex:16083"	"59,69;"	"2"	"100"
"ls:fr:node:45570"	"ls:fr:ex:16085"	"56,66;"	"3"	"100"
"ls:fr:node:45570"	"ls:fr:ex:16086"	"37,47;"	"4"	"100"
"ls:fr:node:45570"	"ls:fr:ex:27"	"44,54;"	"5"	"100"
"ls:fr:node:45571"	"ls:fr:ex:17375"	"169,175;"	"0"	"100"
"ls:fr:node:45571"	"ls:fr:ex:17376"	"57,61;"	"1"	"100"
"ls:fr:node:45571"	"ls:fr:ex:17379"	"158,164;"	"2"	"100"
"ls:fr:node:45571"	"ls:fr:ex:17406"	"76,80;"	"3"	"100"
"ls:fr:node:45571"	"ls:fr:ex:17410"	"41,45;"	"4"	"100"
"ls:fr:node:45571"	"ls:fr:ex:17413"	"187,191;"	"5"	"100"
"ls:fr:node:45571"	"ls:fr:ex:3871"	"75,79;"	"6"	"100"
"ls:fr:node:45571"	"ls:fr:ex:17439"	"29,33;"	"7"	"100"
"ls:fr:node:45571"	"ls:fr:ex:17460"	"129,134;"	"8"	"100"
"ls:fr:node:45572"	"ls:fr:ex:94"	"140,147;"	"0"	"100"
"ls:fr:node:45573"	"ls:fr:ex:16109"	"119,129;"	"0"	"100"
"ls:fr:node:45573"	"ls:fr:ex:15993"	"21,31;"	"1"	"100"
"ls:fr:node:45574"	"ls:fr:ex:14203"	"140,147;"	"0"	"100"
"ls:fr:node:45574"	"ls:fr:ex:14868"	"321,331;"	"1"	"100"
"ls:fr:node:45574"	"ls:fr:ex:14877"	"245,255;"	"2"	"100"
"ls:fr:node:45574"	"ls:fr:ex:20356"	"97,104;"	"4"	"100"
"ls:fr:node:45574"	"ls:fr:ex:20358"	"114,121;"	"5"	"100"
"ls:fr:node:45575"	"ls:fr:ex:16118"	"186,194;"	"0"	"100"
"ls:fr:node:45576"	"ls:fr:ex:32676"	"111,120;"	"0"	"100"
"ls:fr:node:45577"	"ls:fr:ex:6217"	"37,41;"	"0"	"100"
"ls:fr:node:45578"	"ls:fr:ex:4506"	"27,33;"	"0"	"100"
"ls:fr:node:45579"	"ls:fr:ex:13309"	"98,106;"	"0"	"100"
"ls:fr:node:45580"	"ls:fr:ex:150"	"231,240;"	"0"	"100"
"ls:fr:node:45581"	"ls:fr:ex:16146"	"248,256;"	"0"	"100"
"ls:fr:node:45582"	"ls:fr:ex:16120"	"143,149;"	"0"	"100"
"ls:fr:node:45583"	"ls:fr:ex:16121"	"43,54;"	"0"	"100"
"ls:fr:node:45584"	"ls:fr:ex:16124"	"67,73;"	"0"	"100"
"ls:fr:node:45585"	"ls:fr:ex:4761"	"171,184;"	"0"	"100"
"ls:fr:node:45585"	"ls:fr:ex:16125"	"18,48;"	"1"	"100"
"ls:fr:node:45585"	"ls:fr:ex:13935"	"364,377;"	"2"	"100"
"ls:fr:node:45586"	"ls:fr:ex:16126"	"95,110;193,208;295,310;"	"0"	"100"
"ls:fr:node:45587"	"ls:fr:ex:16128"	"188,208;"	"0"	"100"
"ls:fr:node:45587"	"ls:fr:ex:26876"	"468,473;478,508;"	"1"	"100"
"ls:fr:node:45588"	"ls:fr:ex:16130"	"157,179;"	"0"	"100"
"ls:fr:node:45589"	"ls:fr:ex:16134"	"98,118;"	"0"	"100"
"ls:fr:node:45590"	"ls:fr:ex:16138"	"168,204;"	"0"	"100"
"ls:fr:node:45591"	"ls:fr:ex:20115"	"94,121;"	"0"	"100"
"ls:fr:node:45592"	"ls:fr:ex:2000"	"228,235;"	"0"	"100"
"ls:fr:node:45593"	"ls:fr:ex:16152"	"112,132;"	"0"	"100"
"ls:fr:node:45594"	"ls:fr:ex:3145"	"347,353;"	"0"	"100"
"ls:fr:node:45595"	"ls:fr:ex:7658"	"111,117;"	"0"	"100"
"ls:fr:node:45596"	"ls:fr:ex:7822"	"183,188;"	"0"	"100"
"ls:fr:node:45596"	"ls:fr:ex:13796"	"211,216;"	"1"	"100"
"ls:fr:node:45597"	"ls:fr:ex:15733"	"194,199;388,393;"	"0"	"100"
"ls:fr:node:45597"	"ls:fr:ex:15735"	"78,83;"	"1"	"100"
"ls:fr:node:45598"	"ls:fr:ex:15739"	"203,208;"	"0"	"100"
"ls:fr:node:45599"	"ls:fr:ex:15740"	"212,217;"	"0"	"100"
"ls:fr:node:45599"	"ls:fr:ex:15790"	"365,370;"	"1"	"100"
"ls:fr:node:45599"	"ls:fr:ex:15793"	"45,50;"	"2"	"100"
"ls:fr:node:45600"	"ls:fr:ex:6660"	"85,91;"	"0"	"100"
"ls:fr:node:45601"	"ls:fr:ex:16156"	"65,85;"	"0"	"100"
"ls:fr:node:45602"	"ls:fr:ex:16157"	"228,255;"	"0"	"100"
"ls:fr:node:45603"	"ls:fr:ex:16165"	"59,79;"	"0"	"100"
"ls:fr:node:45604"	"ls:fr:ex:16160"	"95,100;"	"1"	"100"
"ls:fr:node:45604"	"ls:fr:ex:16162"	"19,24;"	"3"	"100"
"ls:fr:node:45604"	"ls:fr:ex:16176"	"136,141;213,218;"	"4"	"100"
"ls:fr:node:45604"	"ls:fr:ex:16225"	"25,30;"	"5"	"100"
"ls:fr:node:45604"	"ls:fr:ex:16277"	"16,21;"	"6"	"100"
"ls:fr:node:45604"	"ls:fr:ex:16163"	"167,172;"	"7"	"100"
"ls:fr:node:45604"	"ls:fr:ex:16247"	"23,28;"	"8"	"100"
"ls:fr:node:45605"	"ls:fr:ex:16169"	"111,117;"	"0"	"100"
